Country Name,Country Code,Year,Access to electricity (% of population),"Agriculture, forestry, and fishing, value added (% of GDP)",Current health expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)",GDP growth (annual %),GDP per capita (current US$),"Government expenditure on education, total (% of GDP)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),"School enrollment, primary (% gross)","Unemployment, total (% of total labor force) (national estimate)",Urban population (% of total population)
Argentina,ARG,2017,100.0,5.23162237679509,10.26057911,1.78936504083806,2.81850297775918,14532.5009308511,5.45432996749878,74.2949068657957,3.03924881090924,76.543,1.1,109.879669189453,8.347,91.6776028433824
Argentina,ARG,2018,100.0,4.53787889696835,10.17289257,2.23253157689253,-2.61739646282038,11752.7998922979,4.87773990631104,77.7,34.2772237131003,76.77,1.6,109.305458068848,9.22,91.7679941327998
Argentina,ARG,2019,100.0,5.31855599661392,10.11911297,1.48500687570697,-2.00086100285785,9955.97478680428,4.77165985107422,79.9469520347551,53.5483043492339,76.847,1.7,109.338218688965,9.843,91.8567844513802
Argentina,ARG,2020,100.0,6.35703367590492,10.67246342,1.26616924308721,-9.9004848136464,8535.59938004389,5.27689981460571,85.51438646,42.0150947376509,75.878,2.2,108.504623413086,11.461,91.9439026594897
Argentina,ARG,2021,100.0,7.29128249619051,11.00910187,1.36838083162438,10.4418119882506,10738.0179223384,4.65393018722534,87.15070683,48.4093786255199,73.948,1.4,108.139617919922,8.736,92.0292776175651
Argentina,ARG,2022,100.0,6.5415694049027,10.15950489,2.3984601182853,6.02074537534855,13962.1894087223,4.79263019561768,88.37535691,72.430757531824,75.806,1.3,106.759826660156,6.805,92.112838186126
Armenia,ARM,2002,98.0,4.98083656431146,7.61358786,4.65949974895044,13.1999999979356,742.651118319819,2.13504004478455,1.9604050458212,1.06004929341667,72.8268292682927,19.8,100.275489807129,10.781,64.7396211980252
Armenia,ARM,2003,99.1,4.98083656431146,7.17936182,4.37657009672654,14.0000000015501,882.030167695474,2.14505004882812,4.57521722477781,4.7215533660534,72.8268292682927,14.8,102.086128234863,6.762,64.6663537455064
Armenia,ARM,2004,99.1,4.98083656431146,6.05510139,6.90990201303095,10.4999999988202,1130.08791444158,2.48673009872436,4.8990085713054,6.96126135875795,73.0268292682927,10.3,102.151290893555,6.762,64.5972633621116
Armenia,ARM,2005,99.8,4.98083656431146,5.8618803,5.96010687349519,13.8999999991133,1557.48458908655,2.71202993392944,5.252999783,0.638928002410097,73.0756097560976,6.1,100.4091796875,6.762,64.5334210637509
Armenia,ARM,2006,99.1,4.98083656431146,5.85007095,7.30731450469503,13.1999999994661,2041.65267068997,2.71577000617981,5.631800175,2.89235662459004,72.8243902439025,4.5,103.896697998047,6.762,64.4758978663344
Armenia,ARM,2007,99.2,4.98083656431146,5.49814034,7.25233231640274,13.7000000015467,2962.70234594569,3.01893997192383,6.021299839,4.40736089644516,72.8731707317073,3.7,116.752250671387,28.373,64.4257647857723
Armenia,ARM,2008,99.2,4.98083656431146,6.63976622,8.09234920917782,6.90000000042959,3777.66859313767,3.17272996902466,6.21,8.94995335353387,73.0731707317073,2.0,117.701438903809,22.974,64.3840928379746
Armenia,ARM,2009,99.3,4.98083656431146,8.44377708,8.78869421378729,-14.1000000006998,2820.5926553347,3.84079003334045,15.30000019,3.40676682683801,73.0731707317073,3.1,113.782722473145,19.295,64.3519530388516
Armenia,ARM,2010,99.8,4.98083656431146,9.23538303,5.7160373406455,2.2000000002151,3041.34450723339,3.24900007247925,25.0,8.17636138473952,73.1731707317073,2.9,100.985866600546,19.523,64.3304164043132
Armenia,ARM,2011,99.5,4.98083656431146,9.37588882,6.44066805582743,4.69999999867412,3349.55309771906,3.14384007453919,32.0,7.65000807859294,73.8170731707317,3.1,98.334903726507,18.884,64.3207449145194
Armenia,ARM,2012,99.5,17.9126819526397,9.13455009,4.67672759828402,7.20000000096486,3511.56399687426,2.77248001098633,37.5,2.55802007757907,74.119512195122,2.5,97.0881274408756,17.511,64.3268379506998
Armenia,ARM,2013,99.4,18.4347628834968,10.32345009,3.11193185351156,3.3,3680.16692158886,2.65018010139465,41.9,5.78966778544651,74.6219512195122,2.9,95.8742927261572,16.576,64.3584061131466
Armenia,ARM,2014,99.7,18.0720363470662,10.17827892,3.50211415457343,3.60000000058993,3852.11800610384,2.24724006652832,54.6228058583362,2.98130868933672,74.8731707317073,3.4,94.4177603466209,17.498,64.4142934233291
Armenia,ARM,2015,100.0,17.2231200318056,10.11762714,1.74473701796819,3.19999999896625,3512.39350276709,2.80591011047363,59.1008337674937,3.73169119261693,74.8707317073171,2.9,93.088059144009,18.261,64.4929623431549
Armenia,ARM,2016,99.8,16.39047353385,9.95194912,3.16536727816995,0.199999999825991,3524.42476874707,2.75812005996704,64.3460297653742,-1.403607559009,74.8682926829268,2.5,93.1108003536782,17.617,64.5928753345316
Armenia,ARM,2017,99.7,14.9942601242776,10.36270332,2.19257337687685,7.50000000164144,3869.05373867752,2.70759010314941,64.7448843250726,0.969553268816138,75.2170731707317,2.4,93.0989957836376,17.704,64.7124948593667
Armenia,ARM,2018,99.9,13.9423116554146,10.00543404,2.14204783415544,5.19999999965324,4196.00562301769,2.11331180512289,68.2450522610271,2.52023382001638,75.619512195122,2.9,92.1345008167579,10.589,64.8502833795679
Armenia,ARM,2019,100.0,11.5256107379588,11.3798008,0.736345856475298,7.59999999853918,4597.22887399548,2.15984239839771,66.5439496866159,1.44344660770698,76.2219512195122,2.4,92.3228240527597,9.794,65.0047033570428
Armenia,ARM,2020,100.0,11.3498051554549,12.24056244,0.463408850763634,-7.19999999920631,4268.68093304583,2.70555996894836,76.50770055,1.21143577838465,73.3756097560976,1.5,92.8692618061259,8.055,65.174217253699
Armenia,ARM,2021,100.0,11.3435484176857,12.32268524,2.64014282794454,5.80000000065645,4685.17997128509,2.76784992218018,78.61225758,7.18483629443371,72.2780487804878,2.1,94.6392203828781,8.418,65.3572875314441
Armenia,ARM,2022,100.0,10.1467039255683,9.96211243,4.99991586140552,12.5999999997766,6571.97445545099,2.4918999671936,77.02767465,8.64091108973855,74.7658536585366,1.9,96.9454296559019,8.262,65.5624462874485
Australia,AUS,2003,100.0,2.88733584935682,7.87659502,1.9178050221833,3.0912800997751,23757.5898471684,4.62330484390259,55.2499968797194,2.73259754838937,80.2390243902439,1.1,102.854759216309,5.929,85.4097077818668
Australia,AUS,2004,100.0,3.05821916621123,8.08257675,6.96956991636737,4.21894147547516,30886.0500949401,4.62330484390259,55.2499968797194,2.34325687131265,80.490243902439,0.7,103.302062988281,5.395,85.518767609412
Australia,AUS,2008,100.0,2.35417910776003,8.24737453,4.26757732505596,3.62398503565633,49811.2067218988,4.62330484390259,71.67,4.35029726664093,81.3951219512195,0.5,105.24462890625,4.234,86.0253816967666
Australia,AUS,2010,100.0,2.21824837320556,8.4193306,3.08482804330762,2.21004795300735,52313.8939041213,4.62330484390259,76.0,2.9183370211222,81.6951219512195,0.5,105.488502502441,5.211,86.2198600512143
Australia,AUS,2014,100.0,2.22695769265967,9.82833862,4.28599049307814,2.60118978187332,62817.2061751737,4.62330484390259,84.0,2.48792932080492,82.3,0.6,105.461601257324,6.077,86.7221289343356
Australia,AUS,2016,100.0,2.41300232330254,10.08958244,3.54660341826144,2.75564065529868,50084.4440606385,4.62330484390259,86.54000092,1.27699365720306,82.4487804878049,0.5,101.180686950684,5.714,87.0166295249235
Australia,AUS,2018,100.0,2.47191752630847,10.08907509,4.23450805251819,2.87417039499501,57410.1737346009,4.62330484390259,90.0082016,1.91140002818579,82.7487804878049,0.6,100.398712158203,5.345,87.2267680845925
Australia,AUS,2020,100.0,2.01512715396535,10.70324135,1.34826011276187,-0.133531904304775,51983.4523666382,5.38625001907349,94.6934967,0.846900734607273,83.2,0.9,99.9011077880859,6.394,87.2713470458985
Austria,AUT,2003,100.0,1.4869307559019,9.69844246,2.37557550248335,1.14156504542775,32110.1159661425,5.39253997802734,42.7,1.35555370896445,78.6317073170732,0.4,102.384437561035,4.779,66.9263574955092
Austria,AUT,2004,100.0,1.4931762753994,9.81532383,1.0640170021225,2.56525534067859,36614.2506533707,5.34223985671997,54.28,2.0612061803287,79.1804878048781,0.1,102.736419677734,5.969,66.9558612872944
Austria,AUT,2005,100.0,1.28239498294254,9.71779728,25.8307026071969,2.32036514266782,38157.37022862,5.28515005111694,58.0,2.29913785639286,79.3317073170732,0.2,102.08748626709,5.682,66.9797950654143
Austria,AUT,2006,100.0,1.32751796800624,9.64073944,3.14473468828869,3.26933601506059,40382.2078298575,5.26367998123169,63.6,1.44154851119017,79.8804878048781,0.1,102.310897827148,5.32,67.0006968062814
Austria,AUT,2007,100.0,1.46196340335606,9.60482597,17.8058113461032,3.77522468729185,46622.9622913635,5.17918014526367,69.37,2.16855528800757,80.1804878048781,0.4,102.771659851074,4.909,67.0211044863084
Austria,AUT,2008,100.0,1.38504114785417,9.83415222,1.46799597032563,1.45330562142114,51581.3982361071,5.2985200881958,72.87,3.2159503323988,80.4317073170732,0.5,102.266273498535,4.198,67.0435560819078
Austria,AUT,2009,100.0,1.17655306368833,10.31152916,3.58137196898673,-3.58626472551299,47857.4446635266,5.76567983627319,73.45,0.506308827696504,80.3317073170732,0.7,101.361312866211,5.371,67.0705895694924
Austria,AUT,2010,100.0,1.29288595990855,10.31620026,-5.64539670207833,1.80898243043663,46611.1393420232,5.73625993728638,75.17,1.81353438995062,80.5804878048781,0.5,100.835540771484,4.883,67.1047429254747
Austria,AUT,2011,100.0,1.46130648071081,10.1370182,5.35812778038962,2.92746800169145,51116.8953522042,5.62787008285522,78.7399930986888,3.2865791487538,80.9829268292683,0.5,100.558326721191,4.637,67.1484255415056
Austria,AUT,2012,100.0,1.41768134316306,10.30198097,1.2830027920872,0.628246239479637,48250.4059142637,5.51612997055054,80.0299939169903,2.48567562177015,80.9365853658537,0.7,100.335113525391,4.909,67.2085909812279
Austria,AUT,2013,100.0,1.27784992108872,10.40574837,-0.302633479129545,-0.250726423318454,50305.3545774973,5.59404993057251,80.6188,2.00015616900597,81.1365853658537,0.3,100.746078491211,5.367,67.2981308784247
Austria,AUT,2014,100.0,1.27555801772568,10.51159096,0.389557041234778,0.755798850316665,51314.9722616322,5.49767017364502,80.9958249574764,1.60581182954474,81.490243902439,0.2,100.970321655273,5.674,67.4154327591781
Austria,AUT,2015,100.0,1.14362854172989,10.51688385,-1.80409511056007,1.30352331826198,43915.228020857,5.49143981933594,83.9401419315026,0.89656333526032,81.190243902439,0.7,101.104393005371,5.802,67.5576175537383
Austria,AUT,2016,100.0,1.14928264077268,10.51713753,-7.23989904197038,2.11721964494312,45061.4993920192,5.50954008102417,84.3237425711653,0.891591752655362,81.6414634146342,0.7,100.428077697754,6.064,67.7218061923556
Austria,AUT,2017,100.0,1.19990203076681,10.57132816,3.38180275607348,2.27224992038207,47163.7425775142,5.40181016921997,87.9355865856062,2.08126911385587,81.6439024390244,0.3,101.104568481445,5.561,67.9051196052802
Austria,AUT,2018,100.0,1.10911414021412,10.5157156,-6.15119207172195,2.48422114080024,51194.0749841299,5.25437021255493,87.4791372262556,1.99837981429549,81.6926829268293,0.6,101.370300292969,4.933,68.1046787227623
Austria,AUT,2019,100.0,1.04463413653499,10.62530422,-2.85255617561831,1.75497619649288,49885.9947355204,5.23678016662598,87.7522047870069,1.53089564152644,81.8951219512195,0.6,101.776290893555,4.56,68.3176044750522
Austria,AUT,2020,100.0,1.07138113272871,11.41292953,-2.76332070661681,-6.31825509209936,48716.4098900349,5.57961988449097,87.52942813,1.38191063351854,81.1926829268293,0.7,101.560852050781,5.201,68.5410177924001
Austria,AUT,2021,100.0,1.2152388657488,12.185215,3.95409878611296,4.92309171717903,53648.6437976214,5.48071002960205,92.52915104,2.7666666666667,81.190243902439,0.5,101.644119262695,6.459,68.773601700253
Austria,AUT,2022,100.0,1.34649596457301,11.22519779,3.0221599256451,5.33096379400371,52336.7725223758,5.27749013900757,93.61409139,8.54686993188458,81.2951219512195,0.6,100.77562713623,4.992,68.998085127906
Azerbaijan,AZE,2002,100.0,13.9546391752577,2.73097301,32.4654989629361,9.43891626906561,763.108895463487,3.15445995330811,4.99971367812957,2.7711647199827,66.769,0.2,98.3494262695312,10.037,51.2144165039062
Azerbaijan,AZE,2003,98.8,12.4256629119149,2.72699213,55.0728766554257,10.2082994004776,883.692580745256,3.28614997863769,55.2499968797194,2.23386492967049,67.036,0.2,96.2132415771484,9.166,51.7257995605469
Azerbaijan,AZE,2004,99.0,10.9880190382406,2.65944242,54.3650509070362,9.25380179728907,1045.0136328106,3.44770002365112,55.2499968797194,6.70893042797786,67.488,0.0,97.2613296508789,7.987,52.2831993103027
Azerbaijan,AZE,2005,99.1,9.14753443801158,2.22960997,33.7957978256418,27.9615381082131,1578.36733030667,2.97462010383606,8.030400276,9.6795073191705,67.71,0.0,95.526969909668,7.255,52.5028533935547
Bangladesh,BGD,2005,44.2,18.5710395455964,2.05873919,1.17065167448603,6.53594493875502,480.08585075452,4.62330484390259,0.241600007,7.04661816222039,65.509,32.3,96.386833190918,4.254,25.4769540701509
Bangladesh,BGD,2010,55.3,17.0011812592919,2.28807664,1.06896766308322,5.57178818533122,757.385280361508,4.62330484390259,3.700000048,8.12667639169917,68.009,25.1,94.7762261175806,3.379,27.7254372588696
Bangladesh,BGD,2016,75.9,13.4647923176039,2.38938212,0.879528340271998,7.11347821270093,1649.28380858601,1.28183996677399,16.89909935,5.51352572692995,71.075,19.5,101.2539710998535,4.2,29.8753915517965
Bangladesh,BGD,2022,99.4,11.2176010351595,2.21544909,0.347960024540439,7.09982877575158,2716.48592780431,2.08538657806243,41.61650085,7.69695437176898,74.265,5.9,107.802066750685,4.593,31.673734726234
Barbados,BRB,2016,100.0,1.69589629439235,6.19479513,9.81682382442232,1.41632446821541,20311.4094163764,4.19719982147217,71.57299805,1.28192813061895,76.168,1.7,95.319325026438,8.247,59.2510255301153
Belarus,BLR,2002,90.0,10.1284322239778,5.62404203,1.69305705420781,5.04526758311702,1479.38066337175,4.62330484390259,8.95097131467325,42.5375481348794,68.0560975609756,10.4,114.62126159668,3.0,70.8804702758789
Belarus,BLR,2003,90.5,8.63562770752199,5.77103186,0.963790820679998,7.04319246586394,1819.52653114699,4.62330484390259,55.2499968797194,28.3978399133474,68.5536585365854,8.7,105.365631103516,3.1,71.3092422485352
Belarus,BLR,2004,91.0,8.85025144123636,5.73650646,0.707817258030317,11.4497432088167,2378.33700470129,5.7122597694397,55.2499968797194,18.1082424937646,68.9560975609756,4.3,103.979820251465,1.9,71.7658538818359
Belarus,BLR,2005,91.5,8.51859080856531,6.07036304,1.01489264466989,9.40000151584914,3126.07176665248,5.8710298538208,55.2499968797194,10.3388794457932,68.8512195121951,2.4,102.126327514648,1.5,72.0310134887695
Belarus,BLR,2006,92.1,8.57872759155765,5.57366323,0.966130137383779,9.99999473022963,3848.22350300163,6.07696008682251,16.2,6.99712903535591,69.4048780487805,1.1,101.282920837402,1.2,72.6113815307617
Belarus,BLR,2007,92.6,8.30316995882275,5.6917243,3.99176494489288,8.60000659811426,4735.48107556066,5.15210008621216,19.7,8.42675273505306,70.2073170731707,1.1,99.8373336791992,1.0,73.0913467407227
Belarus,BLR,2008,93.2,8.66625369440669,5.29448891,3.60135661387402,10.1999994860937,6376.17569162063,4.62330484390259,23.0,14.8378764828254,70.4560975609756,0.5,99.810188293457,0.8,73.5531692504883
Belarus,BLR,2009,93.8,8.13089893610657,5.3906498,3.68858496262614,0.199995231733979,5352.48809190697,4.3689398765564,27.43,12.9456563410402,70.4073170731707,0.5,100.756843566895,5.803,74.1909646620571
Belarus,BLR,2010,94.4,8.89193022882009,5.65694332,2.43465600372626,7.75001707500896,6034.67885177216,5.22003984451294,31.8,7.73574804312515,70.4048780487805,0.2,100.778805231093,0.827,74.5501403808594
Belarus,BLR,2011,95.0,8.00188774430829,4.87452745,6.48031997656593,5.54997471638077,6527.6593428786,4.68479013442993,39.6488956598961,53.2286983118172,70.5536585365854,0.1,100.927399800314,0.6,75.0597534179688
Belarus,BLR,2012,95.6,8.13094268308472,5.24538946,2.22818019245943,1.70785253368828,6953.21591683101,4.95964002609253,46.91,59.2197360232519,71.9658536585366,0.1,100.103580941107,0.614,75.5281066894531
Belarus,BLR,2013,96.2,6.80909244753712,5.69563103,2.97388136295762,0.998719299661161,7998.0802045456,5.0094199180603,54.17,18.3122610377873,72.4707317073171,0.0,99.4024127097705,0.508,75.94970703125
Belarus,BLR,2014,96.8,7.30305697730942,5.38792181,2.36255232890544,1.65112470228097,8341.31809294883,4.81830978393555,59.0163187101542,18.1195543526734,72.9707317073171,0.0,98.8196297844518,0.488,76.3405227661133
Belarus,BLR,2015,97.4,6.2832075832437,6.06528044,2.92676775504253,-3.82957056812593,5967.05595058777,4.78751993179321,62.230360906803,13.5344897649734,73.6243902439025,0.0,98.4724784063299,0.91,76.6263885498047
Belarus,BLR,2016,98.0,6.89528062433517,5.91054153,2.61275643208459,-2.5264464460425,5039.77560949445,4.94654989242554,71.1130457603832,11.8365807653497,73.8268292682927,0.0,99.4165601023018,5.844,76.8458709716797
Belarus,BLR,2017,98.7,7.56580253848292,5.75974846,2.33218919527708,2.53218349471909,5785.54491935194,4.79500007629395,74.4364454136036,6.03183725177795,74.1292682926829,0.0,98.9911352828846,5.648,77.0208206176758
Belarus,BLR,2018,99.3,6.59010772590188,5.52699471,2.37627120733619,3.14919758275296,6360.037502312,4.83656978607178,79.1298866919307,4.87230220550686,74.1756097560976,0.0,98.2260831226448,4.763,77.2132720947266
Belarus,BLR,2019,100.0,6.79466882799274,5.86133814,1.976861708457,1.44645548204305,6837.77339645635,4.97948980331421,82.7891520910901,5.59815595039848,74.2268292682927,0.0,97.0494273050719,4.165,77.4550771852757
Belarus,BLR,2020,100.0,7.07723976895662,6.40607214,2.27010267778425,-0.672742918585868,6542.85579976768,4.86263990402222,85.08791245,5.54814357456519,72.1385609756098,0.0,95.5250148309274,4.049,77.7890385790408
Belgium,BEL,2003,100.0,1.0294445025288,9.18925285,10.8648744877518,1.03795518162204,30655.2092679024,4.62330484390259,49.97,1.58896399970372,78.1292682926829,0.4,103.77693939209,7.68,82.9609538786731
Belgium,BEL,2004,100.0,1.02291054131515,9.35496902,12.0521106747569,3.57120671942319,35429.4077933344,4.62330484390259,53.86,2.09728311239316,78.8780487804878,0.1,103.039421081543,7.363,83.2655230829461
Belgium,BEL,2005,100.0,0.840639973990251,9.25018311,8.72717720186463,2.32173792911834,36809.7013403619,5.79584980010986,55.81999969,2.78143263670029,78.9804878048781,0.3,103.112442016602,8.44,83.5645449743707
Belgium,BEL,2006,100.0,0.907269380581052,9.1325655,14.4078713936675,2.55234087322462,38705.1067959147,4.62330484390259,61.9818700222023,1.79120770070454,79.380487804878,0.2,102.793403625488,8.246,83.8578905877926
Belgium,BEL,2007,100.0,0.887523940039387,9.1392889,20.5026740062328,3.67692462515802,44319.165448813,4.62330484390259,66.7604202433135,1.8230563002681,79.7829268292683,0.2,102.451301574707,7.459,84.1454309580577
Belgium,BEL,2008,100.0,0.712338067185966,9.60036659,36.8029204549975,0.446905130727231,48303.397956286,6.33294010162354,68.8573221425131,4.48944420508404,79.6804878048781,0.1,102.265731811523,6.976,84.427037120012
Belgium,BEL,2009,100.0,0.718679660856589,10.54393387,15.948905674901,-1.90644105515335,44923.3400135081,6.43465995788574,74.5441455527336,-0.0531456741254177,80.0341463414634,0.1,102.259460449219,7.908,84.7025801085014
Belgium,BEL,2010,100.0,0.847918635049212,10.41325188,26.0596407490286,2.71031150254662,44197.393671162,6.44078016281128,77.6397855126946,2.18929920422458,80.1829268292683,0.1,102.236808776855,8.293,84.9719309583717
Belgium,BEL,2011,100.0,0.726239843441003,10.41302204,31.0366884311298,1.93115502411325,47760.8298776546,6.38481998443604,81.6099959955952,3.5320821072274,80.5853658536585,0.2,101.269889831543,7.14,85.2349607044689
Belgium,BEL,2012,100.0,0.84457469539348,10.5865345,2.36956900950954,0.215803612089744,44874.1709182123,6.56625986099243,80.7199905482042,2.83966343445899,80.3853658536585,0.2,101.520362854004,7.542,85.4915403816388
Belgium,BEL,2013,100.0,0.764565477908541,10.63787556,-5.65561784857252,0.305494549070232,46964.5946777056,6.60135984420776,82.1702,1.1130959402754,80.5878048780488,0.1,103.191062927246,8.425,85.7415410247275
Belgium,BEL,2014,100.0,0.716518219283319,10.62032604,-2.82643623555084,1.76554038149924,47995.7786961339,6.55866003036499,85.0012379539925,0.340002833356922,81.2878048780488,0.1,103.104873657227,8.523,85.9848336685807
Belgium,BEL,2015,100.0,0.750617272066574,10.88387299,-4.23261410354123,1.47416433731927,40893.804537772,6.46963977813721,85.0529417508701,0.561429152790158,80.9926829268293,0.1,102.243827819824,8.482,86.2212893480444
Belgium,BEL,2016,100.0,0.673190543684684,10.89833736,12.1319420227113,1.19350273007754,41854.5498296444,6.48613023757935,86.5164766644457,1.97385264653163,81.4390243902439,0.1,102.055862426758,7.83,86.4507790979645
