Country Name,Country Code,Year,Access to electricity (% of population),"Agriculture, forestry, and fishing, value added (% of GDP)",Current health expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)",GDP growth (annual %),GDP per capita (current US$),"Government expenditure on education, total (% of GDP)",Individuals using the Internet (% of population),"Inflation, consumer prices (annual %)","Life expectancy at birth, total (years)",Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),"School enrollment, primary (% gross)","Unemployment, total (% of total labor force) (national estimate)",Urban population (% of total population)
Estonia,EST,2006,100.0,3.14382046697103,4.97308683,10.3265683442585,9.76257131206653,12641.4800976473,4.62330484390259,63.51,4.43762042389213,72.6914634146341,1.1,102.761779785156,5.915,67.5557177507269
Estonia,EST,2007,100.0,3.92534204177827,5.18429422,13.5105132723156,7.57091879311882,16745.4308011148,4.6196699142456,66.19,6.60132603055637,72.8146341463415,0.6,101.679817199707,4.592,67.6097866365576
Estonia,EST,2008,100.0,3.40126152586792,5.95694113,8.12253971916627,-5.12531154308803,18205.9064113446,5.48375988006592,70.58,10.3623580313683,73.7707317073171,0.6,100.795516967773,5.455,67.6696980194394
Estonia,EST,2009,100.0,2.47104873277575,6.84443808,9.50544171137007,-14.6302225427906,14712.4494217916,5.9597601890564,72.5,-0.0784083112809768,74.8243902439024,0.8,100.181121826172,13.548,67.7348909034398
Estonia,EST,2010,100.0,3.17092945309266,6.59404182,13.2770330129027,2.4497502063999,14663.7041018705,5.51753997802734,74.1,2.97204512015694,75.4292682926829,1.0,99.5972671508789,16.707,67.8048042926262
Estonia,EST,2011,100.0,3.66566862923271,6.05471659,4.80240449251588,7.60697458913162,17555.5455239426,4.99514007568359,76.5,4.9819013145361,76.2292682926829,1.2,99.042839050293,12.328,67.8775556334506
Estonia,EST,2012,100.0,3.2843229052027,6.03782082,7.6916567949516,3.67201872506541,17568.2137969714,4.67340993881226,78.3899259259259,3.93339987296985,76.3268292682927,1.0,98.3196105957031,10.021,67.9629593320316
Estonia,EST,2013,100.0,3.04742973666601,6.19788504,4.31393930629533,1.75649379621869,19310.3874900757,4.78006982803345,80.0043,2.78056658954988,77.1414634146341,1.1,97.6795196533203,8.631,68.0923458296768
Estonia,EST,2014,100.0,3.11496161660999,6.26286125,6.58511618123403,3.32278988182702,20581.7898991695,4.32586002349854,84.2415280294352,-0.10617514652171,77.0341463414634,1.0,97.5922622680664,7.352,68.2668382808032
Estonia,EST,2015,100.0,2.80642152865051,6.52138662,-3.06910519292015,1.83815262882932,17722.1557669523,5.05127000808716,88.4097035040431,-0.49232600654737,77.590243902439,0.7,97.1191482543945,6.412,68.4796609690553
Estonia,EST,2016,100.0,2.0715978609001,6.56918621,3.7692325610639,3.09301920751959,18666.3736521706,5.05511999130249,87.2402327514547,0.148684907627373,77.6414634146342,0.6,97.2923431396484,6.882,68.724038178078
Estonia,EST,2017,100.0,2.33885596628311,6.46636105,6.31892721219604,5.63467248963991,20851.5223496861,4.86288022994995,88.1024568740199,3.41723549488054,78.0926829268293,0.5,97.2500534057617,5.807,68.9931941915158
Estonia,EST,2018,100.0,2.04938469969066,6.56314421,4.08015832167199,3.69969756161726,23618.1361254581,5.13962984085083,89.3570077747426,3.43632688420446,78.2439024390244,0.4,97.4559478759766,5.412,69.2803532930133
Estonia,EST,2019,100.0,2.265648962634,6.64763546,9.76819364646981,3.72664943466884,24021.2501413306,5.16415023803711,90.2289281997919,2.27725931243522,78.6463414634147,0.7,98.1577224731445,4.514,69.5787397662154
Estonia,EST,2020,100.0,1.93181527353408,7.47179365,12.0147752855703,-2.88380751483778,23933.9939421065,5.44180011749268,89.05828666,-0.44453109767983,78.5951219512195,0.4,98.3466720581055,6.956,69.8815778947665
Estonia,EST,2021,100.0,1.94353771254558,7.47591066,20.2291128645653,8.25488044580031,27951.1659277744,5.21514987945557,90.97970174,4.65316673847473,76.9439024390244,0.3,98.8146667480469,6.178,70.1777274135822
Estonia,EST,2022,100.0,2.44640859997873,6.93641424,4.52988372813183,-1.22616966587796,28340.3826549406,5.20733976364136,91.52016546,19.3982634080616,77.8439024390244,0.5,99.2638168334961,5.571,70.4892333736738
Eswatini,SWZ,2009,38.6,7.55189409574541,8.63292217,1.86388312281576,1.43311134247756,3189.79679956637,6.47135019302368,8.94,7.44823423445754,46.913,58.2,117.071746826172,6.762,22.2343865624794
Eswatini,SWZ,2016,63.4,5.37686940648276,6.82044792,0.721382841978235,2.94916821059911,3238.17611961364,5.43355309210979,28.56999969,7.8472745908568,56.228,44.5,123.849988082778,22.718,23.5278881746356
Ethiopia,ETH,2004,15.2,38.6797549469264,4.31281853,5.38041579859625,13.5726031401471,133.169812538096,4.62330484390259,0.155334520794722,3.32737047894847,53.735,41.3,63.5657081604004,6.762,15.7585906982422
Ethiopia,ETH,2010,25.5,41.4468200699758,5.46637249,0.963030625359937,12.5505383347633,330.619412798644,4.49659013748169,0.75,8.14926402965082,59.709,37.4,88.511037030714,6.762,17.4937839508057
Ethiopia,ETH,2015,29.0,36.0569753905786,3.82316828,4.22926466080082,10.3924630141307,597.912113218663,4.73791868878759,13.8551755555556,9.56889955968623,63.592,33.0,94.0857534729235,6.762,19.451566696167
Ethiopia,ETH,2021,54.2,37.5791137563489,3.20779967,3.90520609775086,5.64153069324176,893.009835441784,4.06524874309096,16.6981031,26.8395221557722,65.33,38.6,101.338920969252,3.935,22.1067085266113
Fiji,FJI,2002,79.6,13.3109099072134,2.98349524,1.67309841241214,3.19999861722759,2136.56794118683,6.27586984634399,6.15264970011985,0.762032085561206,65.492,5.4,100.668678283691,6.762,48.7795139144731
Fiji,FJI,2008,86.2,10.6974950619792,3.18467116,19.2785877551773,1.03279368777636,3899.92231512129,4.25357007980347,13.0,7.73227857918422,66.32,3.8,93.6200714111328,8.938,51.0979752573339
Fiji,FJI,2013,91.8,10.1131069949223,3.20040679,5.81824859099488,4.7342203729816,4572.44377544245,3.88288998603821,35.20000076,2.91354193603992,66.545,1.6,96.6247792169561,8.957,53.5552726299291
Fiji,FJI,2019,96.1,12.4005161469113,4.28229284,6.02971795135456,-0.581946590349759,5842.07344577597,5.15273175975853,63.21789932,1.79388647514555,67.009,4.7,114.912590026855,6.762,56.70989552257
Finland,FIN,2003,100.0,2.53635129256364,7.93988276,3.47606211936874,2.01179992738312,32920.0857192568,6.168869972229,69.22,0.877440386254729,78.3682926829268,0.0,99.689567565918,10.469,68.0425549126858
Finland,FIN,2004,100.0,2.37997744754033,8.05999184,3.43216639798219,4.00537952277651,37768.1334202029,6.15823984146118,72.39,0.187120559084474,78.7146341463415,0.0,99.7934265136719,10.358,68.2766596767133
Finland,FIN,2005,100.0,2.27855173502727,8.28901291,5.30500837470056,2.77730918518017,39049.8703780223,6.02582979202271,74.48,0.623874450025224,78.8170731707317,0.1,99.7841110229492,9.602,68.5140529517604
Finland,FIN,2006,100.0,2.00160822857672,8.2858429,2.1374386449528,4.01957326515895,41214.0187765069,5.92960977554321,79.66,1.56666380704379,79.2146341463415,0.1,99.7659530639648,8.935,68.7588279849327
Finland,FIN,2007,100.0,2.38053234540974,8.08415604,8.57406338234925,5.31280176694145,48473.0240091455,5.67164993286133,80.78,2.5106656524034,79.2634146341464,0.1,99.6621475219727,6.854,69.0200377316963
Finland,FIN,2008,100.0,2.20537134561628,8.34362221,6.7927004343529,0.784431235717051,53769.4726240385,5.83046007156372,83.67,4.06595355358383,79.5682926829268,0.1,99.7198715209961,6.369,69.2943672196361
Finland,FIN,2009,100.0,2.25383112774094,9.16182804,-3.48204515637954,-8.07603116552393,47478.3495310999,6.45998001098633,82.49,-9.17360424903996e-07,79.719512195122,0.1,99.664192199707,8.249,69.546259966947
Finland,FIN,2010,100.0,2.36676641136983,9.14183331,4.89959763196754,3.1682879121621,46506.2919016566,6.504310131073,86.89,1.18413523154651,79.8707317073171,0.1,99.6880569458008,8.394,69.7855798796947
Finland,FIN,2011,100.0,2.25898661809719,9.23903561,-2.18405747554129,2.39039455396828,51060.3242589767,6.45624017715454,88.70999491353,3.4168075425521,80.4707317073171,0.1,99.7851867675781,7.781,70.0583261874252
Finland,FIN,2012,100.0,2.18836399205502,9.61732101,1.91512248449208,-1.52284013040689,47551.6740841369,7.1715497970581,89.879997974222,2.80833622561574,80.6268292682927,0.1,99.7071228027344,7.689,70.3661363168712
Finland,FIN,2013,100.0,2.21182621856833,9.84504986,-1.83489440736896,-0.979741024949618,49691.0145200739,7.15288019180298,91.5144,1.4782861568881,80.9756097560976,0.1,99.6918487548828,8.193,70.6742118159277
Finland,FIN,2014,100.0,2.21758033567317,9.83066177,6.41537482088507,-0.4780684247837,50073.7760815871,7.13832998275757,86.5303927529377,1.0411962117843,81.1804878048781,0.1,99.6617202758789,8.663,70.9879168940753
Finland,FIN,2015,100.0,2.06049706934612,9.69998264,7.53800542922806,0.466503766322674,42560.3456767103,7.07199001312256,86.4221333325445,-0.207928839905177,81.4804878048781,0.1,99.5672302246094,9.376,71.3054930040604
Finland,FIN,2016,100.0,2.08977502932082,9.45625591,2.18951964860612,2.57193414898754,43451.2562442158,6.90873003005981,87.7036499599455,0.356684500891695,81.4292682926829,0.0,99.5080413818359,8.818,71.6158383428171
Finland,FIN,2017,100.0,2.06803556647353,9.19148445,6.66136555422276,3.30337003591039,46085.0174739036,6.40826988220215,87.4689290730615,0.754015047084438,81.6317073170732,0.1,99.4682083129883,8.64,71.9563038312956
Finland,FIN,2018,100.0,2.11422780880102,9.10587025,-3.84456657280518,1.19297759742292,49654.2497035329,6.31771993637085,88.8899599985585,1.08382098409296,81.7341463414634,0.1,99.7032012939453,7.361,72.3423467740343
Finland,FIN,2019,100.0,2.18977184111891,9.22295189,6.09707710249334,1.34973845741737,48358.1807773701,6.45300006866455,89.6073851129779,1.02409392963431,81.9829268292683,0.0,99.5557479858398,6.695,72.7431214358314
Finland,FIN,2020,100.0,2.24039393029227,9.69977188,-0.939114055968044,-2.49103605535707,48828.6846862799,6.6812801361084,92.17027106,0.290554555653239,81.9317073170732,0.0,99.8175811767578,7.759,73.0849439791673
Finland,FIN,2021,100.0,2.15907446415076,9.90969753,8.01406291677223,2.67634641498897,53099.1351400148,6.58820009231567,92.80806082,2.19457432339998,81.8853658536585,0.0,99.353630065918,7.617,73.3710215780329
Finland,FIN,2022,100.0,2.24134367895993,9.74152565,4.66691154081507,0.763041912763526,50440.560224974,6.37578010559082,92.98879471,7.12350773301412,81.1878048780488,0.1,98.6190185546875,6.719,73.6967597835949
France,FRA,2002,100.0,1.90378389721189,10.08250141,3.45413596292302,1.06775027069419,24144.5727019529,4.62330484390259,30.18,1.92341228727064,79.2609756097561,0.1,100.249298095703,8.702,77.2543866607525
France,FRA,2003,100.0,1.74560664256609,10.13474941,2.30782482603352,0.967827182558352,29479.5222101175,4.62330484390259,36.14,2.09847219146919,79.1146341463415,0.2,99.9754486083984,8.306,77.4691216035138
France,FRA,2004,100.0,1.72018557547967,10.2117033,1.68777447237363,2.86825052501032,33644.9282220364,4.62330484390259,39.15,2.14208964640239,80.1634146341463,0.1,99.8111801147461,8.914,77.4900500011961
France,FRA,2005,100.0,1.58270403235962,10.23720551,3.8837306583925,1.88856584109286,34696.3718316971,4.62330484390259,42.87,1.74586936380487,80.1634146341463,0.1,104.636489868164,8.882,77.4363315105438
France,FRA,2006,100.0,1.42706409375236,10.39764977,3.40646118259263,2.71406448755236,36431.5658906555,4.62330484390259,46.87,1.67512449608726,80.8121951219512,0.0,104.278846740723,8.832,77.3467240068648
France,FRA,2007,100.0,1.516727357675,10.33418846,3.15449449926763,2.53048188351066,41486.1907828787,4.62330484390259,66.09,1.4879980595386,81.1121951219512,0.0,103.85977935791,8.008,77.2457976606157
France,FRA,2008,100.0,1.42030674677991,10.51340675,2.32326700027606,0.380171435849121,45464.8181385158,4.62330484390259,70.68,2.81286194914785,81.2146341463415,0.0,103.622146606445,7.386,77.1561901569367
France,FRA,2009,100.0,1.23241577481447,11.29095459,0.682311492843145,-2.82455153714783,41728.0884164132,4.62330484390259,71.58,0.0876204781574653,81.4146341463415,0.1,103.041137695312,9.122,77.1005391809676
France,FRA,2010,100.0,1.50088040274637,11.22430801,1.46961673029144,2.00032476039051,40694.8211697025,4.62330484390259,77.28,1.53112270420919,81.6634146341463,0.1,102.761512756348,9.279,77.0962844808803
France,FRA,2011,100.0,1.55137276231397,11.17601013,1.54005293306163,2.43757653729007,43929.7840873812,4.62330484390259,77.8199989926706,2.11159795175,82.1146341463415,0.0,102.691101074219,9.228,77.1182717387509
France,FRA,2012,100.0,1.52594468949115,11.33749485,1.22790071519382,0.183835264973013,40863.5814412333,4.62330484390259,81.44,1.9541953161351,81.9682926829268,0.1,102.523162841797,9.841,77.1669464919916
France,FRA,2013,100.0,1.36140137870511,11.37891197,1.18823404938295,0.781756446231,42669.1795111893,4.62330484390259,81.9198,0.863715497861804,82.219512195122,0.1,102.276443481445,9.913,77.2440721470918
France,FRA,2014,100.0,1.46154600121993,11.57935429,0.176974174772525,0.997832947295251,43148.0459288416,4.62330484390259,83.7510996681821,0.50775882293799,82.719512195122,0.0,101.280349731445,10.273,77.3524296788613
France,FRA,2015,100.0,1.50360116027898,11.50032997,1.76596182973896,1.06675474783462,36702.4323733379,4.62330484390259,78.0060377071902,0.0375143805125182,82.3219512195122,0.1,101.989639282227,10.354,77.7610919150066
France,FRA,2016,100.0,1.33798472564444,11.57036018,1.44200321416196,0.860031075424033,37024.2157133669,4.62330484390259,79.2698113207547,0.183334861123765,82.5731707317073,0.1,102.260429382324,10.057,78.5999114705779
France,FRA,2017,100.0,1.43496006533197,11.44944572,1.68928072199317,2.08361485997399,38687.1626407164,5.46482992172241,80.5024597243607,1.03228275064681,82.5756097560976,0.0,102.417221069336,9.409,78.6467804026368
France,FRA,2018,100.0,1.53110170543578,11.30847645,2.78594184568695,1.64590872395887,41418.1766484844,5.42540979385376,82.0431867788484,1.85081508315493,82.6756097560976,0.0,102.464408874512,9.018,78.6714432536599
France,FRA,2019,100.0,1.40828485472535,11.17058277,1.96486943301562,2.02744646419237,40408.2848574751,5.36638021469116,83.3397440866883,1.10825492288294,82.8268292682927,0.1,102.447647094727,8.415,78.6890784549356
France,FRA,2020,100.0,1.4604342657704,12.12949371,0.731471704018579,-7.44064589948231,39169.8606000707,5.65871000289917,84.70639801,0.476498852725065,82.1756097560976,0.1,102.651626586914,8.009,78.7119131765249
France,FRA,2021,100.0,1.46334541457898,12.24894238,3.30405312221271,6.88233783360239,43725.0999521245,5.41743993759155,86.09548575,1.64233141038394,82.3243902439024,0.1,102.580406188965,7.871,78.7364603392338
France,FRA,2022,100.0,1.72017137018833,11.82888794,4.0180319137717,2.71676264185913,40988.6396406579,5.32434988021851,85.33331734,5.22236748369725,82.1292682926829,0.1,102.709487915039,7.303,78.7591921123356
Gabon,GAB,2005,81.6,4.98463861102881,2.92175174,3.40362339596918,2.67620333310926,6547.87613955186,4.62330484390259,4.89326474972412,3.70833333333304,62.978,9.2,101.2539710998535,16.976,83.4326746392243
Gabon,GAB,2017,86.3,5.2657648440765,2.78068876,8.80157025688894,0.472642030911146,6921.73373135624,3.55570801059931,51.60490036,2.65192583143902,66.816,3.8,101.2539710998535,6.762,89.0009733256896
"Gambia, The",GMB,2003,27.8,26.7482904903386,5.29709053,3.75180060709964,6.86999962173842,308.719123437587,1.36337995529175,2.436781193062,17.0328665431988,58.223,55.2,72.404167175293,6.762,50.6010077995371
"Gambia, The",GMB,2010,46.8,35.1932434877047,4.11944056,2.40659689644853,5.90833580968288,801.033372714536,2.56322002410889,9.2,5.04968075857402,61.167,34.2,73.4599827384096,6.762,56.0110896605662
"Gambia, The",GMB,2015,54.7,22.2088860199147,3.1761291,5.22255647330922,4.0580738039996,619.536364296461,2.16002988815308,17.59950066,6.8084549457961,62.971,17.1,83.6767800021667,6.762,59.2458499408388
"Gambia, The",GMB,2020,62.2,21.2440052017636,4.01436949,10.4612755737217,0.591487287873974,720.335143352133,2.88734569797808,36.01100159,5.93127636562441,64.418,22.0,96.8827026600674,6.762,62.2069251698555
Georgia,GEO,2002,99.9,19.2408798283262,7.81474257,4.72348885200524,5.47402488700408,853.526171868939,2.23501992225647,1.58787562980332,5.58783730000794,70.438,22.3,112.332733154297,12.594,52.4127676027039
Georgia,GEO,2003,100.0,19.3015027848811,8.02952862,8.39036166616402,11.0570310020104,1010.03151630868,2.06559991836548,2.55881648068489,0.837734531536568,71.377,22.3,111.812088012695,11.51,52.5144705663341
Georgia,GEO,2004,99.9,16.3950612257362,8.08910847,9.61361623129554,5.79268292682926,1305.04748557208,2.91420006752014,3.88622135350273,5.65632636191132,71.011,20.9,112.910789489746,12.621,52.7173199317225
Georgia,GEO,2005,97.9,14.7699403660646,8.07734203,7.06775086735302,9.59113832853026,1642.78359414797,2.48431992530823,6.079500198,8.24709043114158,70.689,22.3,109.41764831543,13.805,53.0036280624359
Georgia,GEO,2006,100.0,11.1987759157064,7.63208008,15.1240361672901,9.42148081189909,1996.02013272284,3.00364995002747,7.52687684487832,9.16096508394497,70.983,22.5,109.272163391113,13.573,53.3593916521584
Georgia,GEO,2007,100.0,9.19570666949123,7.43517828,18.5993001881899,12.5755698246405,2635.36650276116,2.69687008857727,8.26,9.24489745592404,70.985,23.9,110.829132080078,13.276,53.7706073945741
Georgia,GEO,2008,100.0,8.13162847511651,8.44424057,12.5221905619449,2.42161440960641,3324.7537205015,2.9195499420166,10.01000023,9.99948761552747,70.949,21.7,109.99112701416,17.866,54.2232719833673
Georgia,GEO,2009,100.0,8.10130101189814,9.56681633,6.13732507746039,-3.65075229596822,2822.68939668797,3.22237992286682,20.06999969,1.7275146113791,71.058,21.1,108.244682312012,20.71,54.7033821122222
Georgia,GEO,2010,100.0,8.86598672626304,9.02123737,7.41065931415781,6.24640865303363,3281.72930937343,2.76179333360622,26.9,7.11017897486099,71.732,23.6,107.155245895564,20.203,55.1969344748228
Georgia,GEO,2011,100.0,9.73887160427603,7.88224316,7.56100540937968,7.9343365253078,4119.66818307193,2.5149199962616,31.52000046,8.5429333333333,72.485,21.6,107.761952206271,19.632,55.6899257648533
Georgia,GEO,2012,100.0,8.56565938989856,7.95168972,5.73087327277528,6.57883101954195,4530.69533409431,1.86033999919891,36.93999863,-0.943658853270964,72.672,18.8,109.651399821348,19.653,56.1683526759979
Georgia,GEO,2013,100.0,9.21478687624408,8.00574589,5.97432640298838,5.13288531209382,4712.00229382665,2.8330966857175,43.3,-0.512058410947092,73.025,14.9,110.575228390453,19.416,56.6182119019407
Georgia,GEO,2014,100.0,9.2042368072631,8.2940836,10.2241873429056,4.09049059581743,4830.33486170249,2.94113947736272,49.1024547144647,3.06881210379543,73.105,12.0,109.976680992118,17.439,57.0237612994258
Georgia,GEO,2015,100.0,8.54206032187102,8.6599493,11.3986492046024,3.35102350265353,4086.6223465965,3.10870368877345,47.5697596438736,4.00357820695097,73.241,10.6,107.800106850779,16.506,57.3803800455672
Georgia,GEO,2016,100.0,8.00327332913851,9.07258892,10.746989399988,3.45021517996871,4143.40125686315,3.52338004112244,58.4592896118725,2.13492713939121,73.136,10.5,104.042509897438,16.604,57.6984032005062
Georgia,GEO,2017,100.0,6.91860933720368,8.70140266,11.7183676491747,5.15990261658827,4418.75206546679,3.52442002296448,59.7055045962571,6.03531725272117,73.435,11.1,102.937767734127,13.939,57.9996827205757
Georgia,GEO,2018,99.9,7.56159033807908,7.75524616,7.28401976586955,6.062036412677,4804.0546040444,3.46094989776611,62.7179081974285,2.6152447139767,73.985,11.0,100.786840229187,12.667,58.3038181862576
Georgia,GEO,2019,100.0,7.33548626473072,7.31291389,7.92523222582948,5.38071926589951,4741.2832715876,3.82985997200012,68.8467135616978,4.85289821696723,74.165,9.7,101.236423646202,11.565,58.6304091780343
Georgia,GEO,2020,100.0,8.31654843439314,9.22991848,3.47997036066188,-6.2904717853839,4300.85701291207,3.80951130708125,72.53157487,5.2024648897534,73.509,12.0,100.779530049426,11.734,58.9990552763878
Georgia,GEO,2021,100.0,7.22731737039721,10.53835487,6.84360165773215,10.6442336580969,5083.60695484577,3.59441995620727,76.4427093,9.56691433824769,71.635,10.8,101.286441127535,11.83,59.4293560618005
Georgia,GEO,2022,100.0,6.63235520175679,8.29634285,9.03652531888906,10.9585321385624,6729.84659930283,3.75498008728027,78.71127536,11.8981654203198,74.141,7.7,102.727831178351,10.198,60.0101622679115
Germany,DEU,2002,100.0,0.901338514680484,10.028965,2.43861371432105,-0.228255715793637,25486.5942008748,4.62330484390259,48.82,1.42080615551526,78.2292682926829,0.1,104.92115020752,8.482,80.1213973750556
Germany,DEU,2003,100.0,0.829342960804352,10.22255325,2.5802310174772,-0.529801394291297,30711.1022511331,4.62330484390259,55.9,1.03422218628562,78.3804878048781,0.1,103.66805267334,9.779,80.1373116303862
Germany,DEU,2004,100.0,0.948871367267906,9.97466278,-0.715503012520614,1.16208684507278,34566.7359143735,4.62330484390259,64.73,1.66573696655992,78.6804878048781,0.1,103.642723083496,10.727,80.1549694901257
Germany,DEU,2005,100.0,0.72605784900095,10.1068058,2.06799391408494,0.885485292551564,35084.4363546269,4.62330484390259,68.71,1.54691114751328,78.9317073170732,0.1,103.440620422363,11.193,80.1745168510383
Germany,DEU,2006,100.0,0.716599757643703,9.96236897,2.87049561649648,3.86668241523209,36980.3349948954,4.62330484390259,72.16,1.57742642840563,79.1317073170732,0.0,104.262641906738,10.277,80.1960996098884
Germany,DEU,2007,100.0,0.822076767549622,9.83482933,1.4594247021417,2.8891174138025,42350.9217211489,4.62330484390259,75.16,2.29834400700951,79.5341463414634,0.1,104.793502807617,8.732,80.2198636634402
Germany,DEU,2008,100.0,0.837028054130878,10.03185749,0.81284475683707,0.887902330743628,46379.1647953479,4.47337007522583,78.0,2.62837981637219,79.7365853658537,0.1,105.103981018066,7.508,80.2459549084581
Germany,DEU,2009,100.0,0.670417045914746,10.97003078,1.63004671127687,-5.54455451920674,42471.8868625226,4.62330484390259,79.0,0.312739007368447,79.8365853658537,0.1,104.816513061523,7.88,80.2745192417062
Germany,DEU,2010,100.0,0.775984032180357,10.8311739,2.48154528887853,4.13463778522758,42396.9665976293,4.99525022506714,82.0,1.1038103778926,79.9878048780488,0.1,104.337593078613,7.043,80.305702559949
Germany,DEU,2011,100.0,0.924638957956395,10.52106953,2.55089499875415,3.75796884489337,47630.9761883572,4.88583993911743,81.26999953602,2.07517283735874,80.4365853658537,0.1,104.415718078613,5.967,80.3405762928198
Germany,DEU,2012,100.0,0.911412934754651,10.59356213,1.8196411156431,0.463512036709204,44718.0159214069,4.83153009414673,82.3499984738392,2.00848884782956,80.5390243902439,0.1,104.140548706055,5.372,80.393447520218
Germany,DEU,2013,100.0,0.927130138706706,10.7432127,1.76515036525359,0.396995583779145,47206.8353514242,4.83911991119385,84.17,1.50472330251876,80.490243902439,0.1,103.638671875,5.316,80.4732318400362
Germany,DEU,2014,100.0,0.915606456087681,10.76819706,0.437762571704246,2.18018602168017,48959.5991203133,4.82582998275757,86.1937006578756,0.906794000434246,81.090243902439,0.1,102.62181854248,4.979,80.57574023743
Germany,DEU,2015,100.0,0.708512712866412,10.92317677,1.82239938063641,1.66300602334775,41929.7549110722,4.76157999038696,87.5897993525767,0.514426137125456,80.6414634146341,0.1,102.702461242676,4.612,80.6974371632814
Germany,DEU,2016,100.0,0.730531013610999,10.97133732,1.64365840117303,2.22222216259371,42948.9381932694,4.76321983337402,84.1652066441212,0.491747008445174,80.990243902439,0.1,101.406066894531,4.104,80.8347870684725
Germany,DEU,2017,100.0,0.860007620510574,11.05091095,2.88914588414184,2.797906720551,45553.9341495339,4.77830982208252,84.3941537010844,1.50949485109628,80.9926829268293,0.2,101.738708496094,3.781,80.9842544038853
Germany,DEU,2018,100.0,0.742451289010288,11.18380833,4.00082875273687,1.13569604599849,48916.1686612154,4.88401985168457,87.037112092841,1.73216879766942,80.8926829268293,0.1,102.645378112793,3.384,81.1423036204018
Germany,DEU,2019,100.0,0.833126017731138,11.42805386,1.9056930139782,0.977734697038784,47656.199739747,5.02757978439331,88.1345169091916,1.44565976888253,81.2926829268293,0.2,102.547470092773,3.163,81.3053991689039
Germany,DEU,2020,100.0,0.728659526127881,12.46780777,4.48523547812751,-4.13191443239947,47394.8734504469,5.51600980758667,89.81294133,0.144877925813982,81.0414634146342,0.3,101.996658325195,3.881,81.4700055002738
Germany,DEU,2021,100.0,0.753895620719434,12.72403336,2.93002168676674,3.90999994204108,52349.2459994422,5.36734008789062,91.43060973,3.06666666666673,80.790243902439,0.6,101.346549987793,3.54,81.6325870653934
Germany,DEU,2022,100.0,0.994638278032481,12.44708347,1.82269397984058,1.8092581243061,50506.5179638543,5.23916006088257,91.62984383,6.87257438551097,80.6080487804878,0.7,100.218132019043,3.098,81.7867852780995
Ghana,GHA,2005,41.2,37.4530129301836,3.27344108,1.34923986570129,5.90000381855104,478.611909191028,7.42208003997803,1.83119746104616,15.4389920155908,59.638,60.9,86.7024688720703,6.762,47.4528437795757
Ghana,GHA,2012,56.5,22.1311546901572,3.93023658,7.98251565917851,9.2927894063005,1543.77524235764,7.91913986206055,10.6,11.1863409441067,61.995,41.8,102.068698169955,6.762,51.9197918381031
Ghana,GHA,2016,79.3,20.8442929192419,3.39035821,6.20782671803196,3.37346574966936,1912.47991339951,4.3945198059082,28.0,17.4546347070868,63.522,39.0,101.751107525308,6.762,54.167052758274
Greece,GRC,2002,100.0,5.22103153499556,8.46998692,0.0227485404811931,4.68313727063017,13782.195640943,3.52255010604858,14.67,3.62935871878874,78.6414634146341,0.4,93.6346282958984,10.346,73.0977109642516
Greece,GRC,2003,100.0,5.3240542693888,8.68253994,0.71501703822218,5.79682274294369,18020.612039764,3.52407002449036,17.8,3.53065027765552,78.8414634146341,0.6,96.3618927001953,9.839,73.432268024093
Greece,GRC,2004,100.0,4.54970535485524,8.30002213,0.914091172780157,5.37786634595851,21449.2552764245,3.76059007644653,21.42,2.8988481075817,79.0390243902439,0.9,99.3358383178711,10.628,73.8267602923728
Greece,GRC,2005,100.0,4.47718109899217,8.76117897,0.284127006962334,1.18350635493289,22054.1315756886,4.0549201965332,24.0,3.54507273335078,79.2390243902439,0.4,99.719970703125,10.074,74.2617376694311
Greece,GRC,2006,100.0,3.28557674416163,8.39596939,2.01112523714783,6.44339762487436,24416.0232970275,4.62330484390259,32.25,3.19594684144545,79.4390243902439,0.7,99.1430435180664,8.906,74.717750055608
Greece,GRC,2007,100.0,3.15474298162147,8.52304935,0.622837777539062,3.50686976639459,28440.7625328955,4.62330484390259,35.88,2.89500321516578,79.4390243902439,0.6,98.7613906860352,8.351,75.1753473512439
Greece,GRC,2008,100.0,2.89505867715816,8.948102,1.6328960526629,0.0574740238200775,31695.8331092209,4.62330484390259,38.2,4.15279708110293,79.9390243902439,0.4,101.2539710998535,7.664,75.615079456679
Greece,GRC,2009,100.0,2.92582395634654,9.53581333,0.846404808815716,-4.11927606715011,29425.4573200263,4.62330484390259,42.4,1.21007269197809,80.1878048780488,0.6,101.2539710998535,9.546,76.0174962722535
Greece,GRC,2010,100.0,2.9142102078812,9.61952496,0.179789223267027,-5.6937412158003,26653.0488008626,4.62330484390259,44.4,4.71298907760388,80.3878048780488,1.1,99.9690399169922,12.719,76.3631476983077
Greece,GRC,2011,100.0,3.0618456010827,9.18577003,0.38562256563474,-9.87677875300243,25504.7866510124,4.62330484390259,51.6499951676815,3.3298532335065,80.7317073170732,1.5,99.5001678466797,17.973,76.6352609929407
Greece,GRC,2012,100.0,3.41908207828197,9.04327774,0.695897838082299,-8.33113421099992,21624.346052551,4.62330484390259,55.0699934418411,1.50152696177758,80.6341463414634,2.1,99.5018005371094,24.731,76.8679797449322
