electricity_access,agri_value_added,health_expenditure,gdp_growth,gdp_per_capita,education_expenditure,internet_users,inflation,life_expectancy,urban_population,reg_europe_and_central_asia,reg_latin_america_and_caribbean,reg_middle_east_north_africa_afghanistan_and_pakistan,reg_north_america,reg_south_asia,reg_sub_saharan_africa,poverty_ratio
98.4,5.80601710916249,7.70976162,-1.34293072157739,13969.7836603737,3.70918011665344,89.66715228,219.883929014578,77.543,92.2742315972952,0,0,0,0,0,0,1.0
100.0,5.8467786039042,10.2695179,-1.85578803046339,14261.8465667948,5.00324010848999,89.22897166,133.488935594175,77.395,92.1945132257907,0,0,0,0,0,0,1.2
100.0,7.80588621754673,7.70976162,5.90000000046228,8556.21406956719,3.70918011665344,81.33930206,0.269511978259125,78.319512195122,65.8113671449901,1,0,0,0,0,0,0.8
100.0,8.10223799188799,9.32119179,8.29999999959539,8159.08720967996,2.43869996070862,79.99663036,1.98041877615554,77.4658536585366,65.6956882008852,1,0,0,0,0,0,1.9
100.0,1.24176172038934,11.15297318,-0.786244288594673,56579.504175468,3.70918011665344,95.33467117,7.81413417002831,81.7926829268293,69.2265358276021,1,0,0,0,0,0,0.5
100.0,0.775221747679926,10.80371571,1.56125539542029,55244.68145811,3.70918011665344,94.62625074,4.04901077613941,82.4,87.551492636772,1,0,0,0,0,0,0.1
96.6,8.82625884280481,7.70976162,-1.12335595517212,4421.16609889999,7.53980016708374,79.70469666,5.09976568317427,68.739,71.2361453773988,0,0,0,0,0,0,2.1
99.8,9.31098009756551,6.91864729,2.51636590154891,4274.70820547613,7.89381980895996,77.30039978,2.57688800489192,68.581,70.9151414044538,0,0,0,0,0,0,2.8
99.8,5.75227640931944,7.70976162,3.41931516501906,10310.5486973693,3.70918011665344,84.46347227,4.36746407652337,76.023,87.8958549533146,0,0,0,0,0,0,3.0
99.8,6.02306023526246,9.73092747,3.24165532906981,10377.5892792557,3.70918011665344,84.15060238,4.59356282283204,75.848,87.6159710235763,0,0,0,0,0,0,3.8
100.0,2.52244731680068,7.91853094,1.68151075832925,15854.0192893772,3.70918011665344,80.38956462,9.44284140088564,75.7560975609756,73.7322671584613,1,0,0,0,0,0,1.0
99.0,3.8252849419574,10.53092575,2.80512637106611,16658.9652720351,3.70918011665344,95.590243,4.29763891572524,81.359,88.9950908479196,0,0,0,0,0,0,0.4
